Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,clusters
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,48.58737372,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56.0,35.852752,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324,0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698,0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896,0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,39.64487,0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56.0,51.25564584,0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468,0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582,0
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.95565379999999,0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848,0
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476,0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232,0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634,0
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356,0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224,0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688,0
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168,0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.16171720000001,0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156,0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872,0
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748,0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.02655996,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224,0
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668,0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,23.34565736,0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132,0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068,0
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664,0
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.76507868,0
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136,0
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996,0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996,0
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708,0
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612,0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468,0
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268,0
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732,0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468,0
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396,0
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532,0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064,0
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736,0
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468,0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132,0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915984,0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910857,0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.48883428,0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.59042572,0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.54897143,0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118,0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,61.85584685,0
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284,0
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.01138572,0
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532,0
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.00464228,0
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721315,0
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.10988228,0
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.28509772,0
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.36491146,0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,11.85209244,0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476,0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136,0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312012,0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788,0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.306627,0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804,0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74347504,0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524,0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38286912,0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752,0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01145132,0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024,0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972,0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776,0
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048,0
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54026944,0
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668,0
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352,0
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724,0
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89204216,0
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072,0
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932,0
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028,0
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.0919902,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776028,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.12632404,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.97841648,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35047372,0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096,0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684,0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832,0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168,0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778,0
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436,0
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956,0
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728,0
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588,0
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904,0
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844,0
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168,0
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496,0
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352,0
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944,0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056,0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464,0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188,0
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036,0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836,0
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404,0
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828,0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808000000001,0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564,0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,13.71367764,0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456,0
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484,0
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996,0
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,39.58281716,0
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652,0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956,0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728,0
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588,0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456,0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824,0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778,0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.680642799999994,0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064,0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4012152,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376,0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11359384,0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188,0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352,0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516,0
302.0,0.0,0.0,203.0,0.0,974.0,0.0,28.0,21.7529678,1
397.0,0.0,0.0,185.0,0.0,1040.0,0.0,28.0,39.09328920000001,1
480.0,0.0,0.0,192.0,0.0,936.0,0.0,3.0,24.39366088,1
522.0,0.0,0.0,146.0,0.0,896.0,0.0,7.0,50.51101176,1
522.0,0.0,0.0,146.0,0.0,896.0,0.0,28.0,74.98740976,1
273.0,105.0,82.0,210.0,9.0,904.0,0.0,28.0,37.16965116,1
162.0,190.0,148.0,179.0,19.0,838.0,0.0,28.0,33.75674496,1
154.0,144.0,112.0,220.0,10.0,923.0,0.0,28.0,16.49916068,1
147.0,115.0,89.0,202.0,9.0,860.0,0.0,28.0,19.98790924,1
152.0,178.0,139.0,168.0,18.0,944.0,0.0,28.0,36.34917472,1
310.0,143.0,111.0,168.0,22.0,914.0,0.0,28.0,33.68779736,1
144.0,0.0,175.0,158.0,18.0,943.0,0.0,28.0,15.41668336,1
304.0,140.0,0.0,214.0,6.0,895.0,0.0,28.0,33.41890172,1
374.0,0.0,0.0,190.0,7.0,1013.0,0.0,28.0,39.05192064,1
159.0,149.0,116.0,175.0,15.0,953.0,0.0,28.0,27.67556664,1
153.0,239.0,0.0,200.0,6.0,1002.0,0.0,28.0,26.8550902,1
310.0,143.0,0.0,168.0,10.0,914.0,0.0,28.0,45.2985732,1
305.0,0.0,100.0,196.0,10.0,959.0,0.0,28.0,30.12320644,1
151.0,0.0,184.0,167.0,12.0,991.0,0.0,28.0,15.56836808,1
142.0,167.0,130.0,174.0,11.0,883.0,0.0,28.0,44.6090972,1
298.0,137.0,107.0,201.0,6.0,878.0,0.0,28.0,53.52402188,1
321.0,164.0,0.0,190.0,5.0,870.0,0.0,28.0,57.21271848,1
366.0,187.0,0.0,191.0,7.0,824.0,0.0,28.0,65.90701084,1
280.0,129.0,100.0,172.0,9.0,825.0,0.0,28.0,52.82075636,1
252.0,97.0,76.0,194.0,8.0,835.0,0.0,28.0,33.39821744,1
165.0,0.0,150.0,182.0,12.0,1023.0,0.0,28.0,18.0297974,1
156.0,243.0,0.0,180.0,11.0,1022.0,0.0,28.0,37.36270444,1
160.0,188.0,146.0,203.0,11.0,829.0,0.0,28.0,32.83974188,1
298.0,0.0,107.0,186.0,6.0,879.0,0.0,28.0,42.63719584,1
318.0,0.0,126.0,210.0,6.0,861.0,0.0,28.0,40.05855560000001,1
287.0,121.0,94.0,188.0,9.0,904.0,0.0,28.0,41.94082508,1
326.0,166.0,0.0,174.0,9.0,882.0,0.0,28.0,61.23236356,1
356.0,0.0,142.0,193.0,11.0,801.0,0.0,28.0,40.86524252,1
132.0,207.0,161.0,179.0,5.0,867.0,0.0,28.0,33.3016908,1
322.0,149.0,0.0,186.0,8.0,951.0,0.0,28.0,52.42086028,1
164.0,0.0,200.0,181.0,13.0,849.0,0.0,28.0,15.08573488,1
314.0,0.0,113.0,170.0,10.0,925.0,0.0,28.0,38.45897128,1
321.0,0.0,128.0,182.0,11.0,870.0,0.0,28.0,37.25928304,1
140.0,164.0,128.0,237.0,6.0,869.0,0.0,28.0,35.22532884,1
288.0,121.0,0.0,177.0,7.0,908.0,0.0,28.0,42.13387836,1
298.0,0.0,107.0,210.0,11.0,880.0,0.0,28.0,31.87447548,1
265.0,111.0,86.0,195.0,6.0,833.0,0.0,28.0,41.540929,1
160.0,250.0,0.0,168.0,12.0,1049.0,0.0,28.0,39.45181672,1
166.0,260.0,0.0,183.0,13.0,859.0,0.0,28.0,37.91428524,1
276.0,116.0,90.0,180.0,9.0,870.0,0.0,28.0,44.27814872,1
322.0,0.0,116.0,196.0,10.0,818.0,0.0,28.0,31.17810472,1
149.0,139.0,109.0,193.0,6.0,892.0,0.0,28.0,23.69039536,1
159.0,187.0,0.0,176.0,11.0,990.0,0.0,28.0,32.76389952,1
261.0,100.0,78.0,201.0,9.0,864.0,0.0,28.0,32.39847724,1
237.0,92.0,71.0,247.0,6.0,853.0,0.0,28.0,28.62704352,1
313.0,0.0,113.0,178.0,8.0,1002.0,0.0,28.0,36.80422888,1
155.0,183.0,0.0,193.0,9.0,1047.0,0.0,28.0,18.28490352,1
146.0,230.0,0.0,202.0,3.0,827.0,0.0,28.0,33.0603742,1
296.0,0.0,107.0,221.0,11.0,819.0,0.0,28.0,31.41942132,1
133.0,210.0,0.0,196.0,3.0,949.0,0.0,28.0,31.02642,1
313.0,145.0,0.0,178.0,8.0,867.0,0.0,28.0,44.38846488,1
152.0,0.0,112.0,184.0,8.0,992.0,0.0,28.0,12.17614616,1
153.0,145.0,113.0,178.0,8.0,1002.0,0.0,28.0,25.55887532,1
140.0,133.0,103.0,200.0,7.0,916.0,0.0,28.0,36.4388066,1
149.0,236.0,0.0,176.0,13.0,847.0,0.0,28.0,32.9569528,1
300.0,0.0,120.0,212.0,10.0,878.0,0.0,28.0,23.83518532,1
153.0,145.0,113.0,178.0,8.0,867.0,0.0,28.0,26.22766704,1
148.0,0.0,137.0,158.0,16.0,1002.0,0.0,28.0,17.95395504,1
326.0,0.0,138.0,199.0,11.0,801.0,0.0,28.0,40.679084,1
153.0,145.0,0.0,178.0,8.0,1000.0,0.0,28.0,19.00885332,1
262.0,111.0,86.0,195.0,5.0,895.0,0.0,28.0,33.7153764,1
158.0,0.0,195.0,220.0,11.0,898.0,0.0,28.0,8.53571288,1
151.0,0.0,185.0,167.0,16.0,1074.0,0.0,28.0,13.45857152,1
273.0,0.0,90.0,199.0,11.0,931.0,0.0,28.0,32.23989776,1
149.0,118.0,92.0,183.0,7.0,953.0,0.0,28.0,23.51802636,1
143.0,169.0,143.0,191.0,8.0,967.0,0.0,28.0,29.72331036,1
260.0,101.0,78.0,171.0,10.0,936.0,0.0,28.0,49.77327244,1
313.0,161.0,0.0,178.0,10.0,917.0,0.0,28.0,52.44154456,1
284.0,120.0,0.0,168.0,7.0,970.0,0.0,28.0,40.93419012,1
336.0,0.0,0.0,182.0,3.0,986.0,0.0,28.0,44.86420332,1
145.0,0.0,134.0,181.0,11.0,979.0,0.0,28.0,13.19657064,1
150.0,237.0,0.0,174.0,12.0,1069.0,0.0,28.0,37.43165204,1
144.0,170.0,133.0,192.0,8.0,814.0,0.0,28.0,29.86810032,1
331.0,170.0,0.0,195.0,8.0,811.0,0.0,28.0,56.61287436,1
155.0,0.0,143.0,193.0,9.0,1047.0,0.0,28.0,12.45883132,1
155.0,183.0,0.0,193.0,9.0,877.0,0.0,28.0,23.786922,1
135.0,0.0,166.0,180.0,10.0,961.0,0.0,28.0,13.29309728,1
266.0,112.0,87.0,178.0,10.0,910.0,0.0,28.0,39.41734292,1
314.0,145.0,113.0,179.0,8.0,869.0,0.0,28.0,46.2293658,1
313.0,145.0,0.0,127.0,8.0,1000.0,0.0,28.0,44.51946532,1
146.0,173.0,0.0,182.0,3.0,986.0,0.0,28.0,23.73865868,1
144.0,136.0,106.0,178.0,7.0,941.0,0.0,28.0,26.14492992,1
148.0,0.0,182.0,181.0,15.0,839.0,0.0,28.0,15.52010476,1
277.0,117.0,91.0,191.0,7.0,946.0,0.0,28.0,43.5748832,1
298.0,0.0,107.0,164.0,13.0,953.0,0.0,28.0,35.85964676,1
313.0,145.0,0.0,178.0,8.0,1002.0,0.0,28.0,41.05140104,1
155.0,184.0,143.0,194.0,9.0,880.0,0.0,28.0,28.98557104,1
289.0,134.0,0.0,195.0,6.0,924.0,0.0,28.0,46.24315532,1
148.0,175.0,0.0,171.0,2.0,1000.0,0.0,28.0,26.91714304,1
145.0,0.0,179.0,202.0,8.0,824.0,0.0,28.0,10.53519328,1
313.0,0.0,0.0,178.0,8.0,1000.0,0.0,28.0,25.0969264,1
136.0,162.0,126.0,172.0,10.0,923.0,0.0,28.0,29.06830816,1
155.0,0.0,143.0,193.0,9.0,877.0,0.0,28.0,9.73540112,1
255.0,99.0,77.0,189.0,6.0,919.0,0.0,28.0,33.79811352,1
162.0,207.0,172.0,216.0,10.0,822.0,0.0,28.0,39.84481804,1
136.0,196.0,98.0,199.0,6.0,847.0,0.0,28.0,26.96540636,1
164.0,163.0,128.0,197.0,8.0,961.0,0.0,28.0,27.234302000000003,1
162.0,214.0,164.0,202.0,10.0,820.0,0.0,28.0,30.6472082,1
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208,0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.62730332,0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632,0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952,0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668,0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54156844,0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668,0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479,0
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724,0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212,0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376,0
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112,0
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.340321399999997,0
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944,0
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584,0
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056,0
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228,0
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284,0
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.84819544,0
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928,0
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992,0
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888,0
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072,0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172,0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852,0
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916,0
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624,0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.53906036,0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.7144971,0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.37700359,0
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198,0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236,0
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.19206412,0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312,0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596,0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.46096973,0
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.29092896,0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.94772981,0
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518,0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59395864,0
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.89396066,0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.23171397,0
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.02366210000001,0
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507,0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.66435518,0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.8748252,0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394,0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.39221195,0
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.78840085,0
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.32150576,0
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536,0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674,0
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.37700359,0
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.41607384,0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892000001,0
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768,0
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.565440300000002,0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506,0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.74832132,0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308,0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.80439876,0
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.00383717,0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.27551066,0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.28196577,0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.04616498,0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.58842289,0
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.73233356,0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.66403537,0
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14391066,0
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.78206575,0
